date,inflation,induproduction,income,yieldcurve,employment,stocks,consumer,gdp,index,inflationa,induproductiona,incomea,yieldcurvea,employmenta,stocksa,consumera,gdpa,indexa
1980-01-01,0.055154128995339974,0.3796259880096864,0.2131817411521891,0.30448565268697625,0.4849265137743907,0.712306288976915,0.9066056234759519,0.3376107690201047,0.4242370882614442,0.05166910154518383,0.33001818535934463,0.16833886050601496,0.222541948606354,0.40676734088671357,0.6794295505928116,0.7083247349183065,0.30273069292055466,0.35872755191691047
1980-02-01,0.05303747074515744,0.40118413036158673,0.21178016089027174,0.28517229276537726,0.4611096310819608,0.76886566476915,0.6717310607931795,0.3376107690201047,0.39881139755334855,0.05128856920718431,0.2932990730813964,0.15095840105784233,0.23037888756935146,0.3629811065664337,0.6843270357338368,0.6685261039054131,0.2702619906020087,0.33900264596543334
1980-03-01,0.050529708302058156,0.37893512287841813,0.18983199314318774,0.044175274296970816,0.42417953474223175,0.7070721311027711,0.6696822996929637,0.3376107690201047,0.35025210414733826,0.051618823581139416,0.25038206718866507,0.13324901723420837,0.24108975254961676,0.31895447969046353,0.6860515003141342,0.6681776370752899,0.23779328828346266,0.3234145707396225
1980-04-01,0.05014954378471586,0.3272772228049079,0.15262753825437644,0.32295075870404033,0.4097597944045267,0.649389124968238,0.6732117336055872,0.26785061682100464,0.3566520416684246,0.05264298346719185,0.20871386186217322,0.11979219262108491,0.2686128013865677,0.27577468170613834,0.7055201550727078,0.6684323960033146,0.20532458596491668,0.3131017072605119
1980-05-01,0.04996189894193655,0.28001767367821717,0.12638731920739354,0.315159141792348,0.373321870125064,0.5914803468269526,0.6677180868117892,0.26785061682100464,0.3339871192755882,0.05420945174388425,0.17458541348828446,0.1129853540681085,0.28686504976242216,0.23150117538551152,0.7436001119646033,0.669640146299406,0.17297479453635664,0.3057951871560721
1980-06-01,0.05118185850189499,0.21306897442325132,0.11622441038867097,0.06330857139241154,0.2873067011921071,0.6474637469128427,0.6609996051303684,0.26785061682100464,0.28842556059531893,0.05608494515778908,0.15044030021931795,0.11100869584184304,0.30256609642861937,0.19360210520640278,0.7993756474590259,0.6726798259124434,0.1406250031077966,0.3032978274166548
1980-07-01,0.05287093496734285,0.159311314341997,0.10889898446315346,0.3515072864649608,0.2222091078527117,0.7416911998230662,0.6678138373985911,0.14279855510882875,0.3058876525525815,0.058041329012437116,0.13967163174463235,0.11363644011133302,0.3505420891318994,0.16935088591995942,0.8481062625451354,0.6769849574380036,0.10827521167923652,0.3080761009478296
1980-08-01,0.05501899698888804,0.143682095005199,0.1055238579484681,0.34943748264696906,0.1969498698261397,0.7792124522509348,0.66964025981244,0.14279855510882875,0.30528294619848345,0.06009029033520837,0.13854452528486927,0.11960391516844927,0.36442608226146717,0.1543831991065426,0.8815348026860511,0.6806229108391587,0.09638657055134668,0.3119490370291366
1980-09-01,0.056674667618372816,0.1289258909194671,0.10909104546444691,0.2093135673186762,0.16510074683628057,0.8238840596542126,0.6712108532611122,0.14279855510882875,0.28837492327267467,0.062153361018457566,0.14421516027306835,0.12522469941469716,0.3668638997474021,0.14597382534989475,0.9042644219618268,0.6842851442534594,0.08449792942345684,0.31468480518028286
1980-10-01,0.05954835344487026,0.12250653256157516,0.11178650693651809,0.4324642489591674,0.14411875648076605,0.8778688663196108,0.6804582353821353,0.07375186824964428,0.31281292104178593,0.06454581478898369,0.15236667823732683,0.13241374046467363,0.38210894757918834,0.14304287448272923,0.92093793832972,0.6867220782644908,0.072609288295567,0.31934342005533495
1980-11-01,0.06121485942536546,0.135146994064418,0.11452736984980075,0.4093654217895312,0.1459274490504116,0.9261335597934882,0.6859561644900134,0.07375186824964428,0.3190029608390841,0.06724759733949758,0.16058626131061376,0.1393213000407724,0.3807697879947018,0.13978633399876603,0.92969950716745,0.6884934352597262,0.07785682999668515,0.3229701316385266
1980-12-01,0.06292016162978332,0.1484569635751378,0.13199087600561074,0.35116452761209155,0.14179938547344695,0.9398474374295003,0.6868303942837295,0.07375186824964428,0.31709520178236805,0.07046549919370088,0.1701716328859908,0.14488969340962418,0.3721078441870918,0.14272689124430687,0.926683877846232,0.6896126559431544,0.08310437169780333,0.324970308300988
1981-01-01,0.06516470290397036,0.15254867558341856,0.14470383480585103,0.43481124524236753,0.1324029869722107,0.9422624406685595,0.6896415578055219,0.07146670834148973,0.32912526904042366,0.07444620744665202,0.17983400611622757,0.15215412477512927,0.3610860565214611,0.14612595447415694,0.9199340225681606,0.6906145396202014,0.0883519133989215,0.32656835311511384
1981-02-01,0.06739742108838322,0.17770590493439356,0.1392485634259554,0.3640643875625786,0.14649362728625243,0.9155901679055889,0.6916136602982436,0.07146670834148973,0.3216975551053607,0.07916325475718955,0.18798280861510885,0.15843799232036862,0.35646242706300013,0.14771717836956744,0.9108614485570783,0.69219433057373,0.10778354330277982,0.3300753729448528
