Poll Rank,Poll ID,Pollster,Sponsor,State,Pollster Grade,start date,end date,sample,population,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,Biden.1,Bloomberg.1,Booker.1,Buttigieg.1,Klobuchar.1,Sanders.1,Steyer.1,Warren.1,Yang.1,Grade,raw n,polls #,avg date,cand #,duplicate,poll times,duplicate.1,weight,Sum,adj for na,Biden.2,Bloomberg.2,Booker.2,Buttigieg.2,Klobuchar.2,Sanders.2,Steyer.2,Warren.2,Yang.2,Biden.3,Bloomberg.3,Booker.3,Buttigieg.3,Klobuchar.3,Sanders.3,Steyer.3,Warren.3,Yang.3,raw weight,us rank,Biden.4,Bloomberg.4,Booker.4,Buttigieg.4,Klobuchar.4,Sanders.4,Steyer.4,Warren.4,Yang.4,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Polling Average,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,State Similarity,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,National Vote Index,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Projected Vote Share,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
1,116277.0,YouGov,Economist,US,B-,2020-01-26 00:00:00.000,2020-01-28 00:00:00.000,591.0,lv,26.0,4.0,0.0,7.0,4.0,24.0,1.0,20.0,4.0,1,1,0,1,1,1,1,1,1,3.67,591.0,1,2020-02-07 15:03:53.280,1.0,10.09,1,1,22.504592835690104,90.0,1.0,0.26,0.04,0.0,0.07,0.04,0.24,0.01,0.2,0.04,5.69159901352473,0.875630617465343,0.0,1.5323535805643504,0.875630617465343,5.253783704792058,0.21890765436633575,4.378153087326715,0.875630617465343,21.890765436633576,1.0,5.851194137279427,0.9001837134276042,0.0,1.5753214984983075,0.9001837134276042,5.401102280565625,0.22504592835690104,4.500918567138021,0.9001837134276042,,,,,,,,,,,,,States,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,Polling Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER VOTES,0.05,0.95,,,,,,,,,,
2,116267.0,St. Pete Polls,Florida Politics,Florida,C+,2020-01-27 00:00:00.000,2020-01-28 00:00:00.000,2590.0,lv,41.3,17.3,0.0,5.7,5.3,9.4,1.9,6.9,2.3,1,1,0,1,1,1,1,1,1,3.33,2590.0,1,2020-02-08 03:02:26.880,1.0,10.0901,1,1,33.11512796939284,90.10000000000001,1.0,0.413,0.17300000000000001,0.0,0.057,0.053,0.094,0.019,0.069,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.67654785135924,5.728917138704961,0.0,1.8875622942553918,1.7551017823778203,3.1128220291229267,0.6291874314184639,2.284943829888106,0.7616479432960352,,,,,,,,,,,,0.91560016412197,US,0.28388159900857135,0.07800405908096548,0.020754609592154732,0.07356548661195757,0.03324895790910211,0.21622375755701062,0.018403718426127463,0.1506424008445458,0.04087557509153491,549.737884586378,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,SS Weight,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,NVI Weight,State,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,,0.9154277118846542,State,Candidate,,,,,,poll,ss,demographic regression
3,116358.0,Change Research,KQED,California,C,2020-01-25 00:00:00.000,2020-01-27 00:00:00.000,1967.0,lv,15.0,4.0,0.0,8.0,3.0,30.0,2.0,16.0,5.0,1,1,0,1,1,1,1,1,1,3.0,1967.0,1,2020-02-06 15:15:33.120,1.0,10.083,1,1,21.66369807173854,83.0,1.0,0.14951568526383083,0.039226439900947006,-8.999906831797834e-05,0.08012205417343946,0.030287078132024404,0.3007494331382877,0.019661506973949517,0.16119439650893752,0.05000736604261833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.2390626625447183,0.8497897504433134,-0.0019497126427784526,1.7357399905008712,0.6561301161273316,6.515344914754383,0.425940950719024,3.4920667368257274,1.083344479310194,,,,,,,,,,,,1.0,Iowa,0.20100902727697587,0.019866128118877963,0.007505766458319051,0.16641913778350148,0.08778440218239812,0.22519934114763385,0.03284182628315854,0.1493497769007848,0.036280516438446125,315.2291470662838,0.2108152695891715,0.08741034826609237,0.0018403265190186976,0.09045268990638682,0.07918281569570318,0.20831078177255125,0.012915643124517916,0.14944199208096626,0.044655152885866176,10,0.22453916631088494,0.06670270185501016,0.00873565746740173,0.10584375474176232,0.052045115668651096,0.21025758766449945,0.051740856416922186,0.1440361696837942,0.0360989901910738,30,Iowa,0.210949095671098,0.026694484524846067,0,0.1651759371570689,0.08771614265694298,0.23190137252286305,0.03515636460553031,0.15452715945359943,0.037879443408051314,0.20327226102561083,0.025723021987915946,0,0.1591648739053674,0.08452398712399288,0.22346204508580564,0.03387695832528764,0.1489036252659407,0.036500939164733334,0.9154277118846542,1.03776626779647,Iowa,Sanders,0.23190137252286305,315.2291470662838,10.0,30.0,355.2291470662838,88.7,2.8,8.4
4,116329.0,Monmouth University,0,Iowa,A+,2020-01-23 00:00:00.000,2020-01-27 00:00:00.000,544.0,lv,29.0,0.0,0.0,20.0,0.0,25.0,0.0,19.0,0.0,1,0,0,1,0,1,0,1,0,5.33,544.0,1,2020-02-05 15:11:22.560,0.8,8.093,3,0,0.0,93.0,1.0,0.2895156852638308,-0.0007735600990529945,-8.999906831797834e-05,0.20012205417343948,0.00028707813202440494,0.2507494331382877,-0.0003384930260504834,0.19119439650893752,7.36604261832724e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.0,New Hampshire,0.17502045835246513,0.01866926647312313,0.0001717049864146245,0.14769091185723368,0.07156650418978862,0.24220798142404695,0.02733375741078175,0.13387949552507306,0.04789224523174982,281.59638158991527,0.253784871626032,0,0.009909823113502896,0.10523985583935769,0.06865531742658951,0.20263536516369524,0.016284787793236145,0.174603819648055,0.03885398623417091,10,0.20317581214458494,0,0.015405000274692226,0.08901707550922747,0.02594372586722904,0.2112562812672552,0.06929845091624985,0.16431759492207834,0.03675082135947007,30,New Hampshire,0.1993808333725156,0,0,0.15598488459936588,0.07441802319091359,0.2635849235110902,0.03421415288041423,0.15276071914468237,0.05155880875928435,0.18009608992030005,0.01634719227803106,0,0.14089753427065124,0.06722007712366826,0.23809015783175314,0.030904852033522372,0.13798522027425159,0.04657187805583537,0.8581130017880131,1.1070803006370091,New Hampshire,Sanders,0.2635849235110902,281.59638158991527,10.0,30.0,321.59638158991527,87.6,3.1,9.3
5,116328.0,Monmouth University,0,Iowa,A+,2020-01-23 00:00:00.000,2020-01-27 00:00:00.000,544.0,lv,22.0,0.0,0.0,17.0,12.0,22.0,0.0,16.0,5.0,1,0,0,1,1,1,0,1,1,5.33,544.0,1,2020-02-05 15:11:13.920,0.8999999999999999,9.094,3,0,0.0,94.0,1.0,0.21951568526383083,-0.0007735600990529945,-8.999906831797834e-05,0.17012205417343945,0.1202870781320244,0.2207494331382877,-0.0003384930260504834,0.16119439650893752,0.05000736604261833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3.0,Nevada,0.25174032204631347,0.039245604497810296,0.005190429569822635,0.061140192062806374,0.03033519914500549,0.2229469390271143,0.08115479269967067,0.13327509070000887,0.05063120025496571,84.6968878691528,0.2687173122844067,0,0.0043274962666327715,0.08859320975647197,0.029375657274213676,0.23647993916416385,0.017413231952120706,0.14171592189383198,0.06043551954911105,10,0.2728761598861339,0,0.008936095893318235,0.059853890227001806,0.02239606298064458,0.22034370153000044,0.07029795962003696,0.13693568996332203,0.04600846385675519,30,Nevada,0.28580487481178707,0,0,0.06977485772129394,0.03138062660021113,0.24730358327270377,0.08128600283884928,0.14925569187500065,0.05568644253119556,0.2581867141841753,0.026656483736755995,0,0.06303230922703021,0.028348224907936034,0.2234059150082722,0.0734310987380769,0.1348326780075721,0.05030529878541576,0.8581987225952346,1.1069697204013005,Nevada,Biden,0.28580487481178707,84.6968878691528,10.0,30.0,124.6968878691528,67.9,8,24.1
6,116327.0,Monmouth University,0,Iowa,A+,2020-01-23 00:00:00.000,2020-01-27 00:00:00.000,544.0,lv,23.0,0.0,0.0,16.0,10.0,21.0,4.0,15.0,3.0,1,0,0,1,1,1,1,1,1,5.33,544.0,1,2020-02-05 15:11:05.280,0.95,9.592,3,1,53.906394159356005,92.0,1.0,0.22951568526383084,-0.0007735600990529945,-8.999906831797834e-05,0.16012205417343944,0.10028707813202441,0.2107494331382877,0.03966150697394952,0.1511943965089375,0.030007366042618326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.372362995586762,-0.041699835605501195,-0.00485152525072375,8.631602565879183,5.40611476287504,11.36074201161338,2.1380088278917695,8.150344732896745,1.6175889015774583,,,,,,,,,,,,4.0,South Carolina,0.38201877533155276,0.055626772851634664,0.010374686045201514,0.04675021308764441,0.023141938587691976,0.16133590379865387,0.0964933664079101,0.0931766469880891,0.03484131869112521,94.53247537368192,0.382097706453752,0,0.01489571774197135,0.06558263218968573,0.02991764576058169,0.1594796934167814,0.016529294808020206,0.12813760372333502,0.03817071100836553,10,0.3366059846589662,0,0.03253987087581593,0.03549286377904439,0.02818067119147538,0.15644558532666303,0.06471386036973603,0.10652229380155313,0.033966466587036025,30,South Carolina,0.41148264697477566,0,0,0.05049762084208142,0.027405629915670814,0.17714924821496497,0.09234665004863496,0.1092624468598924,0.0386077967449389,0.37189784055224695,0.03908748813331699,0,0.04563972814471433,0.024769196610220163,0.16010741485931498,0.08346286286387841,0.09875135279553979,0.034893710204996854,0.8586095941642284,1.1064400007371582,South Carolina,Biden,0.41148264697477566,94.53247537368192,10.0,30.0,134.5324753736819,70.3,7.4,22.3
7,116266.0,Civiqs,Iowa State University,Iowa,0,2020-01-23 00:00:00.000,2020-01-27 00:00:00.000,655.0,lv,15.0,1.0,0.0,17.0,11.0,24.0,4.0,19.0,5.0,1,1,0,1,1,1,1,1,1,3.0,655.0,1,2020-02-05 15:02:18.240,1.0,10.096,1,1,13.977988922950466,96.0,1.0,0.14951568526383083,0.009226439900947006,-8.999906831797834e-05,0.17012205417343945,0.1102870781320244,0.2407494331382877,0.03966150697394952,0.19119439650893752,0.05000736604261833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0899285924251756,0.12896707473370544,-0.0012580059800245634,2.3779641887859158,1.5415915564740097,3.3651929096135893,0.554388105149389,2.672513156532128,0.6990024086096484,,,,,,,,,,,,5.0,Alabama,0.4092066570999827,,0.039581622113606926,0.09330949757720262,0.015592098617974174,0.12409435731488852,,0.10122057869517823,0.049787526377236394,1.6417449207629375,0.3551540121516801,0.1023966515866791,0.006418799601190058,0.06845824994115948,0.032395589567429044,0.1710808950518455,0.029996571707151868,0.13081126790026576,0.03414084157864405,10,0.36090684585917737,0.10795288594060488,0.032404394251010035,0.03843148686698634,0.029604748959240344,0.1632834108175989,0.018548189769613498,0.1131109973197469,0.03575704021602176,30,Alabama,0.38869652723177817,0.11460320825161639,0,0.05141237657574179,0.031964818910906974,0.1759540013397821,0.023025518514670367,0.1257114394301982,0.038632109745306016,0.3614295817038171,0.10656382735212344,0,0.04780581368325201,0.029722496391943177,0.16361088059176018,0.02141028525399809,0.11689281942451744,0.035922078761604054,0.8833577831630155,1.0754419308995733,Alabama,Biden,0.38869652723177817,1.6417449207629375,10.0,30.0,41.64174492076294,3.9,24,72
8,116227.0,Quinnipiac University,0,US,B+,2020-01-22 00:00:00.000,2020-01-27 00:00:00.000,827.0,rv,26.0,8.0,0.0,6.0,7.0,21.0,2.0,15.0,3.0,1,1,0,1,1,1,1,1,1,4.33,827.0,1,2020-02-05 02:56:41.280,1.0,5.088,1,1,33.086301846350054,88.0,1.0,0.26,0.08,0.0,0.06,0.07,0.21,0.02,0.15,0.03,9.686439556373095,2.980442940422491,0.0,2.235332205316868,2.6078875728696795,7.823662718609038,0.7451107351056228,5.58833051329217,1.117666102658434,37.255536755281135,2.0,8.602438480051013,2.646904147708004,0.0,1.9851781107810031,2.316041129244504,6.948123387733511,0.661726036927001,4.9629452769525075,0.9925890553905016,,,,,,,,,,,,6.0,American Samoa,,,,,,,,,,0,,,,,,,,,,10,0.28388159900857135,0.07800405908096548,0.020754609592154732,0.07356548661195757,0.03324895790910211,0.21622375755701062,0.018403718426127463,0.1506424008445458,0.04087557509153491,30,American Samoa,0.3013788443077716,0.08281189502679498,0,0.07809974797056571,0.03529828119919947,0.22955086343038425,0.019538044767968457,0.1599273529134465,0.043394970383869,0.28388159900857135,0.07800405908096548,0,0.07356548661195757,0.03324895790910211,0.21622375755701062,0.018403718426127463,0.1506424008445458,0.04087557509153491,0.8948455545298153,1.0616357148906717,,Biden,0.3013788443077716,0.0,10.0,30.0,40.0,0,25,75
9,116222.0,American Research Group,0,New Hampshire,B,2020-01-24 00:00:00.000,2020-01-27 00:00:00.000,600.0,lv,13.0,2.0,0.0,12.0,7.0,28.0,2.0,11.0,5.0,1,1,0,1,1,1,1,1,1,4.0,600.0,1,2020-02-06 02:55:58.080,1.0,10.08,1,1,26.21013179871258,80.0,1.0,0.12951568526383084,0.019226439900947006,-8.999906831797834e-05,0.12012205417343945,0.07028707813202441,0.2807494331382877,0.019661506973949517,0.11119439650893752,0.05000736604261833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.394623180765583,0.5039275238238475,-0.00235888744237555,3.1484148718179408,1.8422335815867685,7.358479644968367,0.5153306891485234,2.9144197877775584,1.3106996548834904,,,,,,,,,,,,7.0,Arkansas,,,,,,,,,,0,0.31711754176122625,0.10193525949041884,0.02595234789356093,0.08286154416694932,0.03573397664132037,0.1891859242060797,0.015967731059883646,0.13938824454824653,0.038247191733740096,10,0.3342846450762647,0.10927691314077205,0.028911529372722282,0.048547091512265474,0.033859715259686715,0.17087052928877663,0.017917182499790497,0.11989216103252497,0.03644023281719653,30,Arkansas,0.35486088249844405,0.11553820995417731,0,0.06143065461043007,0.0369152338896195,0.1886711105584826,0.01874331767615852,0.13416846709452096,0.03967212371816689,0.3299928692475051,0.10744149972818376,0,0.05712570467593644,0.03432828060509513,0.1754493780181024,0.01742981963981378,0.12476618191145535,0.03689197254633242,0.8834257063724245,1.0753592443001765,Arkansas,Biden,0.35486088249844405,0.0,10.0,30.0,40.0,0,25,75
10,116352.0,Franklin & Marshall College,0,Pennsylvania,B/C,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,292.0,rv,22.0,7.0,0.0,6.0,5.0,15.0,1.0,14.0,5.0,1,1,0,1,1,1,1,1,1,3.5,292.0,1,2020-02-03 15:14:41.280,1.0,5.075,1,1,11.665510331343876,75.0,1.0666666666666667,0.23275758015263326,0.0741623453798923,-0.00042595665190948707,0.06390157480344005,0.05559294141149364,0.16055190218871324,0.010265841395779778,0.1508056800045367,0.05294423937186063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.7152359559691437,0.8651416062258265,-0.004969001723554769,0.7454444810586734,0.6485200323855739,1.8729198736993458,0.11975627886240664,1.7592252181182615,0.6176215713775833,,,,,,,,,,,,8.0,California,0.2286105924379081,0.06301533822992239,0.001049561406964947,0.068020994654066,0.03376063233373006,0.26250004978316244,0.02323885295680395,0.1830530593151032,0.05056899624807568,155.2767542576203,0.2749024773622957,0.0865001342738993,0.005072969604544762,0.08213538087353302,0.02893766800454004,0.22832195800387714,0.024857983011143267,0.14185215408038324,0.05566695811448062,10,0.2734578949288192,0.06550488390417698,0.009995296311721764,0.05774397010904164,0.022655567549049207,0.2437183601313161,0.027348218935752937,0.14656823803243368,0.05300757009768841,30,California,0.2483802738377636,0.06745453426327039,0,0.07013233501816861,0.0332128819324188,0.269257035219167,0.02501134467042534,0.18308464481492004,0.05346695024386606,0.23787097742764193,0.06460044410616535,0,0.06716494358546043,0.0318076011688983,0.2578644155481013,0.023953081746820926,0.17533809243870915,0.05120469318304554,0.9098042492048429,1.044180658455143,California,Sanders,0.269257035219167,155.2767542576203,10.0,30.0,195.2767542576203,79.5,5.1,15.4
